inventory_key,inventory_id,title,description,release_year,language,rental_duration,rental_rate,length,replacement_cost,rating,special_features,catalogy name
2186,2187,JACKET FRISCO,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006.0,English             ,5,2.99,181.0,16.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Drama
2187,2188,JACKET FRISCO,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006.0,English             ,5,2.99,181.0,16.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Drama
2188,2189,JACKET FRISCO,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006.0,English             ,5,2.99,181.0,16.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Drama
2189,2190,JACKET FRISCO,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006.0,English             ,5,2.99,181.0,16.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Drama
2190,2191,JACKET FRISCO,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006.0,English             ,5,2.99,181.0,16.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Drama
2191,2192,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006.0,English             ,6,2.99,174.0,21.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2192,2193,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006.0,English             ,6,2.99,174.0,21.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2193,2194,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006.0,English             ,6,2.99,174.0,21.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2194,2195,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006.0,English             ,6,2.99,174.0,21.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2195,2196,JAPANESE RUN,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006.0,English             ,6,0.99,135.0,29.99,G,"{""Deleted Scenes""}",Horror
2196,2197,JAPANESE RUN,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006.0,English             ,6,0.99,135.0,29.99,G,"{""Deleted Scenes""}",Horror
2197,2198,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2198,2199,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2199,2200,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2200,2201,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2201,2202,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2202,2203,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2203,2204,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006.0,English             ,5,2.99,130.0,9.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family
2204,2205,JAWBREAKER BROOKLYN,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006.0,English             ,5,0.99,118.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Music
2205,2206,JAWBREAKER BROOKLYN,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006.0,English             ,5,0.99,118.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Music
2206,2207,JAWBREAKER BROOKLYN,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006.0,English             ,5,0.99,118.0,15.99,PG,"{Trailers,""Behind the Scenes""}",Music
2207,2208,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006.0,English             ,4,2.99,112.0,10.99,G,"{""Deleted Scenes""}",Comedy
2208,2209,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006.0,English             ,4,2.99,112.0,10.99,G,"{""Deleted Scenes""}",Comedy
2209,2210,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006.0,English             ,4,2.99,112.0,10.99,G,"{""Deleted Scenes""}",Comedy
2210,2211,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006.0,English             ,4,2.99,112.0,10.99,G,"{""Deleted Scenes""}",Comedy
2211,2212,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006.0,English             ,4,2.99,112.0,10.99,G,"{""Deleted Scenes""}",Comedy
2212,2213,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006.0,English             ,7,0.99,128.0,12.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Family
2213,2214,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006.0,English             ,7,0.99,128.0,12.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Family
2214,2215,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006.0,English             ,7,0.99,128.0,12.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Family
2215,2216,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006.0,English             ,7,0.99,128.0,12.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Family
2216,2217,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006.0,English             ,7,0.99,128.0,12.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Family
2217,2218,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006.0,English             ,3,2.99,84.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes""}",Classics
2218,2219,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006.0,English             ,3,2.99,84.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes""}",Classics
2219,2220,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006.0,English             ,3,2.99,84.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes""}",Classics
2220,2221,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006.0,English             ,3,2.99,84.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes""}",Classics
2221,2222,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006.0,English             ,4,2.99,58.0,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
2222,2223,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006.0,English             ,4,2.99,58.0,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
2223,2224,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006.0,English             ,4,2.99,58.0,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
2224,2225,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006.0,English             ,4,2.99,58.0,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
2225,2226,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006.0,English             ,4,2.99,58.0,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
2226,2227,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006.0,English             ,4,2.99,58.0,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
2227,2228,JEOPARDY ENCINO,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,2006.0,English             ,3,0.99,102.0,12.99,R,"{Trailers,Commentaries}",Classics
2228,2229,JEOPARDY ENCINO,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,2006.0,English             ,3,0.99,102.0,12.99,R,"{Trailers,Commentaries}",Classics
2229,2230,JEOPARDY ENCINO,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,2006.0,English             ,3,0.99,102.0,12.99,R,"{Trailers,Commentaries}",Classics
2230,2231,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2006.0,English             ,3,2.99,171.0,29.99,NC-17,{Commentaries},Games
2231,2232,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2006.0,English             ,3,2.99,171.0,29.99,NC-17,{Commentaries},Games
2232,2233,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2006.0,English             ,3,2.99,171.0,29.99,NC-17,{Commentaries},Games
2233,2234,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2006.0,English             ,3,2.99,171.0,29.99,NC-17,{Commentaries},Games
2234,2235,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2006.0,English             ,3,2.99,171.0,29.99,NC-17,{Commentaries},Games
2235,2236,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2236,2237,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2237,2238,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2238,2239,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2239,2240,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2240,2241,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2241,2242,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006.0,English             ,3,2.99,172.0,13.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics
2242,2243,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006.0,English             ,6,4.99,60.0,16.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Children
2243,2244,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006.0,English             ,6,4.99,60.0,16.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Children
2244,2245,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006.0,English             ,6,4.99,60.0,16.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Children
2245,2246,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006.0,English             ,7,4.99,59.0,14.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign
2246,2247,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006.0,English             ,7,4.99,59.0,14.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign
2247,2248,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006.0,English             ,7,4.99,59.0,14.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign
2248,2249,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006.0,English             ,7,4.99,59.0,14.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign
2249,2250,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006.0,English             ,7,4.99,59.0,14.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign
2250,2251,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006.0,English             ,7,4.99,59.0,14.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign
2251,2252,JINGLE SAGEBRUSH,An Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,2006.0,English             ,6,4.99,124.0,29.99,PG-13,"{Trailers,Commentaries}",Classics
2252,2253,JINGLE SAGEBRUSH,An Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,2006.0,English             ,6,4.99,124.0,29.99,PG-13,"{Trailers,Commentaries}",Classics
2253,2254,JINGLE SAGEBRUSH,An Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,2006.0,English             ,6,4.99,124.0,29.99,PG-13,"{Trailers,Commentaries}",Classics
2254,2255,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006.0,English             ,3,0.99,105.0,23.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2255,2256,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006.0,English             ,3,0.99,105.0,23.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2256,2257,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006.0,English             ,3,0.99,105.0,23.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2257,2258,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006.0,English             ,3,0.99,105.0,23.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2258,2259,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006.0,English             ,3,0.99,105.0,23.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Sports
2259,2260,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2260,2261,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2261,2262,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2262,2263,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2263,2264,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2264,2265,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2265,2266,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2266,2267,JUGGLER HARDLY,An Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006.0,English             ,4,0.99,54.0,14.99,PG-13,"{Trailers,Commentaries}",Animation
2267,2268,JUMANJI BLADE,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,2006.0,English             ,4,2.99,121.0,13.99,G,"{Commentaries,""Behind the Scenes""}",New
